
           Claude Code v2.1.39
 ▐▛███▜▌   Opus 4.6 · Claude Max
      42 +  // Only operators can configure access                       
      43 +  if claims.Role != "operator" {                               
      44 +    jsonError(w, "operator role required",                     
         +http.StatusForbidden)                                          
      45 +    return                                                     
      46 +  }                                                            
      47                                                                 
      48    questionID := r.PathValue("question_id")                     
      49    if questionID == "" {                                        
     ...
       28      return                                                    
       29    }                                                           
       30                                                                
       31 -  sandbox, err := a.db.CreateSandbox(questionID,              
          -claims.UserID)                                                
       32 -  if err != nil {                                             
       33 -    if err == sql.ErrNoRows {                                 
       34 -      jsonError(w, "question not found", http.StatusNotFound) 
       35 -      return                                                  
       36 -    }                                                         
       37 -    jsonError(w, err.Error(), http.StatusBadRequest)          
       31 +  var req struct {                                            
       32 +    Visibility    string `json:"visibility"`                  
       33 +    WhitelistType string `json:"whitelist_type"`              
       34 +  }                                                           
       35 +  if err := json.NewDecoder(r.Body).Decode(&req); err != nil  
          +{                                                             
       36 +    jsonError(w, "invalid request body",                      
          +http.StatusBadRequest)                                        
       37      return                                                    
       38    }                                                           
       39 +  if req.Visibility == "" {                                   
       40 +    jsonError(w, "visibility is required",                    
          +http.StatusBadRequest)                                        
       41 +    return                                                    
       42 +  }                                                           
       43 +  if req.WhitelistType == "" {                                
       44 +    req.WhitelistType = "role"                                
       45 +  }                                                           
       46                                                                
       47 -  clones, _ := a.db.GetSandboxTree(sandbox.ID)                
       48 -                                                              
       49 -  jsonResp(w, http.StatusCreated, map[string]interface{}{     
       50 -    "sandbox":     sandbox,                                   
       51 -    "clones":      clones,                                    
       52 -    "clone_count": len(clones),                               
       53 -  })                                                          
       54 -}                                                             
       55 -                                                              
       56 -func (a *API) handleGetSandbox(w http.ResponseWriter, r       
          -*http.Request) {                                              
       57 -  id := r.PathValue("id")                                     
       58 -                                                              
       59 -  sandbox, err := a.db.GetSandbox(id)                         
       60 -  if err != nil {                                             
       61 -    if err == sql.ErrNoRows {                                 
       62 -      jsonError(w, "sandbox not found", http.StatusNotFound)  
       63 -      return                                                  
       64 -    }                                                         
       47 +  if err := a.db.ConfigureAccess(questionID, req.Visibility,  
          +req.WhitelistType); err != nil {                              
       48      jsonError(w, "internal error",                            
           http.StatusInternalServerError)                               
       49      return                                                    
       50    }                                                           
       51                                                                
       52 -  clones, _ := a.db.GetSandboxTree(id)                        
       53 -  members, _ := a.db.GetSandboxMembers(id)                    
       54 -                                                              
       55 -  jsonResp(w, http.StatusOK, map[string]interface{}{          
       56 -    "sandbox":     sandbox,                                   
       57 -    "clones":      clones,                                    
       58 -    "clone_count": len(clones),                               
       59 -    "members":     members,                                   
       60 -  })                                                          
       52 +  jsonResp(w, http.StatusCreated, map[string]string{"status": 
          + "ok"})                                                       
       53  }                                                             
       54                                                                
       55 -func (a *API) handleListSandboxes                             
          -(w http.ResponseWriter, r *http.Request) {                    
       55 +func (a *API) handleGetAccess                                 
          +(w http.ResponseWriter, r *http.Request) {                    
       56    questionID := r.PathValue("question_id")                    
       57 +  if questionID == "" {                                       
       58 +    jsonError(w, "question_id is required",                   
          +http.StatusBadRequest)                                        
       59 +    return                                                    
       60 +  }                                                           
       61                                                                
       62 -  sandboxes, err := a.db.ListSandboxes(questionID)            
       62 +  configs, err := a.db.GetAccessConfig(questionID)            
       63    if err != nil {                                             
       64      jsonError(w, "internal error",                            
           http.StatusInternalServerError)                               
       65      return                                                    
       66    }                                                           
       67                                                                
       68    jsonResp(w, http.StatusOK, map[string]interface{}{          
       69 -    "sandboxes": sandboxes,                                   
       70 -    "count":     len(sandboxes),                              
       69 +    "access": configs,                                        
       70 +    "count":  len(configs),                                   
       71    })                                                          
       72  }                                                             
       73                                                                
       74 -func (a *API) handleAddSandboxMember                          
          -(w http.ResponseWriter, r *http.Request) {                    
       74 +func (a *API) handleAddAccessMember                           
          +(w http.ResponseWriter, r *http.Request) {                    
       75    claims := a.auth.ExtractClaims(r)                           
       76    if claims == nil {                                          
       77      jsonError(w, "authentication required",                   
           http.StatusUnauthorized)                                      
       78      return                                                    
       79    }                                                           
       80 +  // Only operators can add members                           
       81 +  if claims.Role != "operator" {                              
       82 +    jsonError(w, "operator role required",                    
          +http.StatusForbidden)                                         
       83 +    return                                                    
       84 +  }                                                           
       85                                                                
       86 -  sandboxID := r.PathValue("id")                              
       86 +  questionID := r.PathValue("question_id")                    
       87 +  if questionID == "" {                                       
       88 +    jsonError(w, "question_id is required",                   
          +http.StatusBadRequest)                                        
       89 +    return                                                    
       90 +  }                                                           
       91 +                                                              
       92    var req struct {                                            
       93 -    UserID string `json:"user_id"`                            
       94 -    Role   string `json:"role"`                               
       93 +    MemberID string `json:"member_id"`                        
       94 +    Role     string `json:"role"`                             
       95    }                                                           
       96    if err := json.NewDecoder(r.Body).Decode(&req); err != nil  
           {                                                             
       97      jsonError(w, "invalid request body",                      
           http.StatusBadRequest)                                        
       98      return                                                    
       99    }                                                           
      100 -  if req.UserID == "" {                                       
      101 -    jsonError(w, "user_id is required", http.StatusBadRequest)
      100 +  if req.MemberID == "" {                                     
      101 +    jsonError(w, "member_id                                   
          + is required", http.StatusBadRequest)                         
      102      return                                                    
      103    }                                                           
      104    if req.Role == "" {                                         
      105 -    req.Role = "reviewer"                                     
      105 +    req.Role = "researcher"                                   
      106    }                                                           
      107 -  validRoles := map[string]bool{"reviewer": true, "analyst":  
          -true, "lead": true}                                           
      108 -  if !validRoles[req.Role] {                                  
      109 -    jsonError(w, "invalid role", http.StatusBadRequest)       
      110 -    return                                                    
      111 -  }                                                           
      107                                                                
      108 -  if err := a.db.AddSandboxMember(sandboxID, req.UserID       
          -, req.Role); err != nil {                                     
      109 -    jsonError(w, "internal error",                            
          -http.StatusInternalServerError)                               
      108 +  if err := a.db.AddSandboxMember(questionID, req.MemberID    
          +, req.Role, claims.UserID); err != nil {                      
      109 +    jsonError(w, err.Error(), http.StatusBadRequest)          
      110      return                                                    
      111    }                                                           
      112                                                                
      113 -  members, _ := a.db.GetSandboxMembers(sandboxID)             
      113 +  members, _ := a.db.GetSandboxMembers(questionID)            
      114    jsonResp(w, http.StatusOK, map[string]interface{}{          
      115      "members": members,                                       
      116      "count":   len(members),                                  
      117    })                                                          
      118  }                                                             
      119                                                                
      120 -func (a *API) handleResolveSandbox                            
          -(w http.ResponseWriter, r *http.Request) {                    
      121 -  claims := a.auth.ExtractClaims(r)                           
      122 -  if claims == nil {                                          
      123 -    jsonError(w, "authentication required",                   
          -http.StatusUnauthorized)                                      
      120 +func (a *API) handleGetAccessMembers                          
          +(w http.ResponseWriter, r *http.Request) {                    
      121 +  questionID := r.PathValue("question_id")                    
      122 +  if questionID == "" {                                       
      123 +    jsonError(w, "question_id is required",                   
          +http.StatusBadRequest)                                        
      124      return                                                    
      125    }                                                           
      126                                                                
      127 -  sandboxID := r.PathValue("id")                              
      128 -                                                              
      129 -  // Verify the user is a lead                                
      130 -  isLead, err := a.db.IsSandboxLead(sandboxID, claims.UserID) 
      127 +  members, err := a.db.GetSandboxMembers(questionID)          
      128    if err != nil {                                             
      129 -    if err == sql.ErrNoRows {                                 
      130 -      jsonError(w, "not a member of this sandbox",            
          -http.StatusForbidden)                                         
      131 -      return                                                  
      132 -    }                                                         
      129      jsonError(w, "internal error",                            
           http.StatusInternalServerError)                               
      130      return                                                    
      131    }                                                           
      132 -  if !isLead {                                                
      133 -    jsonError(w, "only the lead can resolve a sandbox",       
          -http.StatusForbidden)                                         
      134 -    return                                                    
      135 -  }                                                           
      132                                                                
      133 -  var req struct {                                            
      134 -    Summary string `json:"summary"`                           
      135 -  }                                                           
      136 -  if err := json.NewDecoder(r.Body).Decode(&req); err != nil  
          -{                                                             
      137 -    jsonError(w, "invalid request body",                      
          -http.StatusBadRequest)                                        
      138 -    return                                                    
      139 -  }                                                           
      140 -                                                              
      141 -  if err := a.db.ResolveSandbox(sandboxID, req.Summary); err  
          -!= nil {                                                      
      142 -    jsonError(w, "internal error",                            
          -http.StatusInternalServerError)                               
      143 -    return                                                    
      144 -  }                                                           
      145 -                                                              
      146 -  sandbox, _ := a.db.GetSandbox(sandboxID)                    
      147 -  jsonResp(w, http.StatusOK, sandbox)                         
      133 +  jsonResp(w, http.StatusOK, map[string]interface{}{          
      134 +    "members": members,                                       
      135 +    "count":   len(members),                                  
      136 +  })                                                          
      137  }                                                             
  ⎿  Found 9 new diagnostic issues in 2 files (ctrl+o to expand)

● Modification de export.go : passage des strates opérateur.

● Update(/data/HOROS SYSTEM DEV AREA/horostracker/internal/export/export.go)
  ⎿  Added 2 lines, removed 1 line
      154  }                                                             
      155                                                                
      156  // ExportAllTrees writes all root questions as JSONL (one     
           tree per line).                                               
      157 +// Uses operator-level strata to include all visibility       
          +levels in the export.                                         
      158  func (e *Exporter) ExportAllTrees(w io.Writer) error {        
      159 -  questions, err := e.database.GetHotQuestions(1000, nil)     
      159 +  questions, err := e.database.GetHotQuestions(1000,          
          +[]string{"public", "research", "provider", "instance"})       
      160    if err != nil {                                             
      161      return err                                                
      162    }                                                           

● Maintenant les tests E2E. Je commence par les fixtures.

● Update(fixtures.go)
  ⎿  Added 16 lines, removed 14 lines
      10  }                                                              
      11                                                                 
      12  var Users = struct {                                           
      13 -  Alice     FixtureUser                                        
      14 -  Bob       FixtureUser                                        
      15 -  Carol     FixtureUser                                        
      16 -  David     FixtureUser                                        
      17 -  Eve       FixtureUser                                        
      18 -  Admin     FixtureUser                                        
      19 -  Moderator FixtureUser                                        
      13 +  Alice      FixtureUser                                       
      14 +  Bob        FixtureUser                                       
      15 +  Carol      FixtureUser                                       
      16 +  David      FixtureUser                                       
      17 +  Eve        FixtureUser                                       
      18 +  Operator   FixtureUser                                       
      19 +  Provider   FixtureUser                                       
      20 +  Researcher FixtureUser                                       
      21  }{                                                             
      22 -  Alice:                                                       
         -FixtureUser{Handle: "alice", Password: "alice-pass-1234"},     
      23 -  Bob:                                                         
         -FixtureUser{Handle: "bob", Password: "bob-pass-5678"},         
      24 -  Carol:                                                       
         -FixtureUser{Handle: "carol", Password: "carol-pass-9012"},     
      25 -  David:                                                       
         -FixtureUser{Handle: "david", Password: "david-pass-3456"},     
      26 -  Eve:                                                         
         -FixtureUser{Handle: "eve", Password: "eve-pass-7890"},         
      27 -  Admin:     FixtureUser{Handle: "admin_e2e", Password: "admin 
         --pass-1234"},                                                  
      28 -  Moderator: FixtureUser{Handle: "moderator_e2e", Password: "  
         -moderator-pass-5678"},                                         
      22 +  Alice:                                                       
         +FixtureUser{Handle: "alice", Password: "alice-pass-1234"},     
      23 +  Bob:                                                         
         +FixtureUser{Handle: "bob", Password: "bob-pass-5678"},         
      24 +  Carol:                                                       
         +FixtureUser{Handle: "carol", Password: "carol-pass-9012"},     
      25 +  David:                                                       
         +FixtureUser{Handle: "david", Password: "david-pass-3456"},     
      26 +  Eve:                                                         
         +FixtureUser{Handle: "eve", Password: "eve-pass-7890"},         
      27 +  Operator:   FixtureUser{Handle: "operator_e2e", Password: "  
         +operator-pass-1234"},                                          
      28 +  Provider:   FixtureUser{Handle: "provider_e2e", Password: "  
         +provider-pass-5678"},                                          
      29 +  Researcher: FixtureUser{Handle: "researcher_e2e", Password:  
         +"researcher-pass-9012"},                                       
      30  }                                                              
      31                                                                 
      32  // --- Fixture texts ---                                       

● Mise à jour de dbassert.go : QueryStrata adapté au nouveau schema.

● Update(dbassert.go)
  ⎿  Added 50 lines, removed 5 lines
      325    }                                                           
      326  }                                                             
      327                                                                
      328 -// QueryStrata returns a map of stratum name                  
          - to min_role from the visibility_strata table.                
      328 +// QueryStrata returns a map of stratum id                    
          + to min_role from the visibility_strata table.                
      329  func (d *DBAssert) QueryStrata(t *testing.T)                  
           map[string]string {                                           
      330    t.Helper()                                                  
      331    db, err := d.nodes()                                        
      332    if err != nil {                                             
      333      t.Fatalf("opening nodes.db: %v", err)                     
      334    }                                                           
      335 -  rows, err := db.Query("SELECT stratum                       
          -, min_role FROM visibility_strata")                           
      335 +  rows, err := db.Query("SELECT id                            
          +, min_role FROM visibility_strata")                           
      336    if err != nil {                                             
      337      t.Fatalf("querying visibility_strata: %v", err)           
      338    }                                                           
     ...
      340                                                                
      341    result := make(map[string]string)                           
      342    for rows.Next() {                                           
      343 -    var stratum, minRole string                               
      344 -    if err := rows.Scan(&stratum, &minRole); err != nil {     
      343 +    var id, minRole string                                    
      344 +    if err := rows.Scan(&id, &minRole); err != nil {          
      345        t.Fatalf("scanning stratum: %v", err)                   
      346      }                                                         
      347 -    result[stratum] = minRole                                 
      347 +    result[id] = minRole                                      
      348    }                                                           
      349    return result                                               
      350  }                                                             
      351 +                                                              
      352 +// QueryCloneExists checks if a clone exists for a given      
          +source node ID.                                               
      353 +func (d *DBAssert) QueryCloneExists(t *testing.T, sourceID    
          +string) (string, bool) {                                      
      354 +  t.Helper()                                                  
      355 +  db, err := d.nodes()                                        
      356 +  if err != nil {                                             
      357 +    t.Fatalf("opening nodes.db: %v", err)                     
      358 +  }                                                           
      359 +  var cloneID string                                          
      360 +  err = db.QueryRow("SELECT clone_id FROM node_clones WHERE   
          +source_id = ?", sourceID).Scan(&cloneID)                      
      361 +  if err != nil {                                             
      362 +    return "", false                                          
      363 +  }                                                           
      364 +  return cloneID, true                                        
      365 +}                                                             
      366 +                                                              
      367 +// QueryCloneVisibility returns the visibility of a clone     
          +node.                                                         
      368 +func (d *DBAssert) QueryCloneVisibility(t *testing.T, cloneID 
          + string) string {                                             
      369 +  t.Helper()                                                  
      370 +  db, err := d.nodes()                                        
      371 +  if err != nil {                                             
      372 +    t.Fatalf("opening nodes.db: %v", err)                     
      373 +  }                                                           
      374 +  var vis string                                              
      375 +  err = db.QueryRow("SELECT COALESCE(visibility, 'public')    
          +FROM nodes WHERE id = ?", cloneID).Scan(&vis)                 
      376 +  if err != nil {                                             
      377 +    t.Fatalf("querying clone visibility for %s: %v", cloneID, 
          + err)                                                         
      378 +  }                                                           
      379 +  return vis                                                  
      380 +}                                                             
      381 +                                                              
      382 +// QueryCloneParent returns the parent_id of a clone node.    
      383 +func (d *DBAssert) QueryCloneParent(t *testing.T, cloneID     
          +string) string {                                              
      384 +  t.Helper()                                                  
      385 +  db, err := d.nodes()                                        
      386 +  if err != nil {                                             
      387 +    t.Fatalf("opening nodes.db: %v", err)                     
      388 +  }                                                           
      389 +  var parentID string                                         
      390 +  err = db.QueryRow("SELECT COALESCE(parent_id, '') FROM      
          +nodes WHERE id = ?", cloneID).Scan(&parentID)                 
      391 +  if err != nil {                                             
      392 +    t.Fatalf("querying clone parent for %s: %v", cloneID,     
          +err)                                                          
      393 +  }                                                           
      394 +  return parentID                                             
      395 +}                                                             
  ⎿  Found 4 new diagnostic issues in 1 file (ctrl+o to expand)

● Réécriture complète de visibility_test.go.

● Write(visibility_test.go)
  ⎿  Added 26 lines, removed 47 lines
      30      }                                                          
      31    })                                                           
      32                                                                 
      33 -  t.Run("VisibilityDegradation", func(t *testing.T) {          
      33 +  t.Run("SystematicCloneCreated", func(t *testing.T) {         
      34      start := time.Now()                                        
      35      defer func() { Record(t, start, nil, nil) }()              
      36                                                                 
      37 -    token, _ := h.Register(t, "vis_degrade_user",              
         -"visdegrade1234")                                              
      37 +    token, _ := h.Register(t, "vis_clone_user",                
         +"visclone1234")                                                
      38                                                                 
      39 -    // Create a question with injection content that should    
         -trigger low safety score                                       
      40 -    var result map[string]any                                  
      41 -    resp, err := h.JSON("POST", "/api/ask", map[string]any{    
      42 -      "body": PromptInjection,                                 
      43 -    }, token, &result)                                         
      44 -    if err != nil {                                            
      45 -      t.Fatalf("ask question: %v", err)                        
      46 -    }                                                          
      47 -    RequireStatus(t, resp, http.StatusCreated)                 
      39 +    // Create a question                                       
      40 +    nodeID := h.AskQuestion(t, token, "What is the purpose of  
         +systematic cloning in horostracker?", nil)                     
      41                                                                 
      42 -    node := result["node"].(map[string]any)                    
      43 -    nodeID := node["id"].(string)                              
      44 -                                                               
      45 -    ss, ok := result["safety_score"]                           
      46 -    if !ok || ss == nil {                                      
      47 -      t.Skip("no safety scoring available")                    
      42 +    // Verify that a clone exists in node_clones               
      43 +    cloneID, exists := dba.QueryCloneExists(t, nodeID)         
      44 +    if !exists {                                               
      45 +      t.Fatal("expected a clone to exist for the created       
         +node")                                                         
      46      }                                                          
      47                                                                 
      48 -    ssMap := ss.(map[string]any)                               
      49 -    score := ssMap["score"].(float64)                          
      50 -                                                               
      51 -    // If the score was low enough to trigger degradation,     
         -verify it                                                      
      52 -    if score <= 0.3 {                                          
      53 -      // Give a moment for async visibility update             
      54 -      time.Sleep(100 * time.Millisecond)                       
      55 -                                                               
      56 -      fetchedNode := h.GetNode(t, nodeID)                      
      57 -      vis, ok := fetchedNode["visibility"].(string)            
      58 -      if ok && vis != "public" {                               
      59 -        t.Logf("Visibility correctly degraded to %q for score  
         -%.2f", vis, score)                                             
      60 -      } else {                                                 
      61 -        // Check via DB                                        
      62 -        dba.AssertNodeVisibilityNot(t, nodeID, "public")       
      63 -      }                                                        
      64 -    } else {                                                   
      65 -      t.Logf("Score %.2f not low enough for degradation,       
         -skipping visibility check", score)                             
      48 +    // Verify the clone has visibility "provider"              
      49 +    cloneVis := dba.QueryCloneVisibility(t, cloneID)           
      50 +    if cloneVis != "provider" {                                
      51 +      t.Errorf("expected clone visibility 'provider', got %q", 
         + cloneVis)                                                     
      52      }                                                          
      53 +                                                               
      54 +    t.Logf("Clone %s created for node %s with visibility %q",  
         +cloneID, nodeID, cloneVis)                                     
      55    })                                                           
      56                                                                 
      57    t.Run("VisibilityStrataTable", func(t *testing.T) {          
     ...
      81                                                                 
      82      // Verify the visibility_strata table has the expected     
          seed data                                                      
      83      strata := dba.QueryStrata(t)                               
      84 -    if len(strata) < 4 {                                       
      85 -      t.Errorf("expected at least                              
         -4 visibility strata, got %d", len(strata))                     
      84 +    if len(strata) != 4 {                                      
      85 +      t.Errorf("expected                                       
         +4 visibility strata, got %d", len(strata))                     
      86      }                                                          
      87                                                                 
      88      expectedStrata := map[string]string{                       
      89 -      "public":     "user",                                    
      90 -      "degraded":   "user",                                    
      91 -      "restricted": "moderator",                               
      92 -      "quarantine": "admin",                                   
      89 +      "public":   "anon",                                      
      90 +      "research": "researcher",                                
      91 +      "provider": "provider",                                  
      92 +      "instance": "operator",                                  
      93      }                                                          
      94                                                                 
      95      for stratum, expectedRole := range expectedStrata {        
     ...
      111      token, _ := h.Register(t, "vis_filter_user",              
           "visfilter1234")                                              
      112                                                                
      113      // Create a normal question                               
      114 -    normalID := h.AskQuestion(t, token, "What are the         
          -advantages of functional programming?", nil)                  
      114 +    normalID := h.AskQuestion(t, token, "What are the         
          +advantages of functional programming                          
          + for visibility filter test?", nil)                           
      115                                                                
      116 -    // Manually set one question to restricted via DB         
      117 -    dba.SetNodeVisibility(t, normalID, "restricted")          
      116 +    // Manually set the question to research visibility via DB
      117 +    dba.SetNodeVisibility(t, normalID, "research")            
      118                                                                
      119 -    // Fetch questions as unauthenticated user (role=user)    
      119 +    // Fetch questions as unauthenticated user (role=         
          +anon → sees only public)                                      
      120      var questions []map[string]any                            
      121      resp, err := h.JSON("GET", "/api/questions?limit=100",    
           nil, "", &questions)                                          
      122      if err != nil {                                           
     ...
      124      }                                                         
      125      RequireStatus(t, resp, http.StatusOK)                     
      126                                                                
      127 -    // The restricted question should not appear for a regular
          - user                                                         
      127 +    // The research question should not appear for an         
          +anonymous/unauthenticated user                                
      128      for _, q := range questions {                             
      129        if q["id"] == normalID {                                
      130 -        t.Error("restricted                                   
          - question should not appear in unauthenticated questions      
          -feed")                                                        
      130 +        t.Error("research-visibility                          
          + question should not appear in unauthenticated questions      
          +feed")                                                        
      131        }                                                       
      132      }                                                         
      133    })                                                          

● Réécriture complète de sandbox_test.go.

● Write(sandbox_test.go)
  ⎿  Added 109 lines, removed 225 lines
        7  )                                                             
        8                                                                
        9  func TestSandbox(t *testing.T) {                              
       10 -  h, _ := ensureHarness(t)                                    
       10 +  h, dba := ensureHarness(t)                                  
       11                                                                
       12 -  t.Run("CreateSandbox", func(t *testing.T) {                 
       12 +  t.Run("TestSystematicCloning", func(t *testing.T) {         
       13      start := time.Now()                                       
       14      defer func() { Record(t, start, nil, nil) }()             
       15                                                                
       16 -    token, _ := h.Register(t, "sandbox_creator",              
          -"sandboxpass1234")                                            
       16 +    token, _ := h.Register(t, "clone_systematic",             
          +"clonepass1234")                                              
       17                                                                
       18 -    // Create a question with two answers to form a tree      
       19 -    questionID := h.AskQuestion(t, token, "What are the       
          -security implications of WebAssembly?", nil)                  
       20 -    answer1ID                                                 
          - := h.AnswerNode(t, token, questionID, "WebAssembly runs in a 
          -sandboxed VM with limited system access.", "answer")          
       21 -    h.AnswerNode(t, token, answer1ID, "However, side-channel  
          -attacks like Spectre remain a concern.", "objection")         
       18 +    // Create a question + answer                             
       19 +    questionID := h.AskQuestion(t, token, "What are the       
          +security implications of WebAssembly for systematic cloning   
          +?", nil)                                                      
       20 +    answerID                                                  
          + := h.AnswerNode(t, token, questionID, "WebAssembly runs in a 
          +sandboxed VM with limited system access.", "answer")          
       21                                                                
       22 -    // Create a sandbox for the question                      
       23 -    var result map[string]any                                 
       24 -    resp, err := h.JSON("POST", "/api/sandbox/"+questionID,   
          -nil, token, &result)                                          
       25 -    if err != nil {                                           
       26 -      t.Fatalf("create sandbox: %v", err)                     
       22 +    // Verify both question and answer have clones            
       23 +    qCloneID, qExists := dba.QueryCloneExists(t, questionID)  
       24 +    if !qExists {                                             
       25 +      t.Fatal("expected clone for question")                  
       26      }                                                         
       27 -    RequireStatus(t, resp, http.StatusCreated)                
       28 -                                                              
       29 -    sandbox, ok := result["sandbox"].(map[string]any)         
       30 -    if !ok {                                                  
       31 -      t.Fatal("expected sandbox object in response")          
       27 +    aCloneID, aExists := dba.QueryCloneExists(t, answerID)    
       28 +    if !aExists {                                             
       29 +      t.Fatal("expected clone for answer")                    
       30      }                                                         
       31                                                                
       32 -    if sandbox["status"] != "active" {                        
       33 -      t.Errorf("expected sandbox status 'active', got %v",    
          -sandbox["status"])                                            
       32 +    // Verify clones have visibility "provider"               
       33 +    qVis := dba.QueryCloneVisibility(t, qCloneID)             
       34 +    if qVis != "provider" {                                   
       35 +      t.Errorf("question clone visibility = %q, want          
          +'provider'", qVis)                                            
       36      }                                                         
       37 -    if sandbox["question_id"] != questionID {                 
       38 -      t.Errorf("expected question_id %s, got %v", questionID, 
          - sandbox["question_id"])                                      
       37 +    aVis := dba.QueryCloneVisibility(t, aCloneID)             
       38 +    if aVis != "provider" {                                   
